299.00,16.08,299.00,16.42
299.00,16.42,286.37,16.42
286.37,16.42,286.37,18.67
286.37,18.67,284.37,18.58
284.37,18.58,284.50,12.17
284.50,12.17,281.50,12.08
281.50,12.08,281.50,6.42
321.62,2.50,321.50,13.00
321.50,13.00,318.25,13.00
318.25,13.00,318.25,12.33
318.25,12.33,317.25,12.33
317.25,12.33,314.75,12.25
314.75,12.25,314.75,6.42
314.75,6.42,314.12,6.42
314.12,6.42,314.12,2.42
317.25,12.33,317.25,20.00
317.25,20.00,309.75,19.92
309.75,19.92,309.75,20.92
309.75,20.92,305.12,20.92
317.25,20.00,320.25,20.00
320.25,20.00,320.25,24.00
320.25,24.00,322.75,24.00
322.75,24.00,322.75,28.50
322.75,28.50,315.12,28.42
315.12,28.42,315.12,29.50
315.12,29.50,296.25,29.33
296.25,29.33,296.25,27.75
296.25,27.75,290.12,27.75
290.12,27.75,290.12,25.67
290.12,25.67,284.25,25.67
284.25,25.67,284.25,21.25
77.75,-9.17,77.88,-2.17
77.88,-2.17,71.54,-2.25
71.54,-2.25,71.54,0.25
71.54,0.25,70.88,0.25
70.88,0.25,55.38,0.33
55.38,0.33,55.38,-0.67
55.38,-0.67,50.75,-0.67
281.50,12.08,275.25,12.08
275.25,12.08,275.25,14.33
275.25,14.33,260.25,14.25
260.25,14.25,260.25,12.67
260.25,12.67,252.75,12.58
252.75,12.58,252.88,3.75
252.88,3.75,245.62,3.67
245.62,3.67,245.62,-2.42
245.62,-2.42,240.37,-2.33
284.75,-10.17,284.62,-2.17
284.62,-2.17,280.38,-2.17
303.50,16.17,305.25,16.17
305.25,16.17,305.12,20.92
305.12,20.92,305.12,21.67
305.12,21.67,298.88,21.58
298.88,21.58,298.88,19.50
298.88,19.50,290.12,19.50
290.12,19.50,290.12,21.33
290.12,21.33,284.25,21.25
284.25,21.25,284.37,18.58
245.62,3.67,242.75,3.67
242.75,3.67,242.75,15.67
242.75,15.67,240.25,15.67
240.25,15.67,240.12,21.58
240.12,21.58,241.88,21.58
241.88,21.58,241.75,25.67
241.75,25.67,229.00,25.50
229.00,25.50,227.50,25.50
227.50,25.50,227.75,7.50
227.75,7.50,227.88,0.50
227.75,7.50,204.12,7.42
204.12,7.42,204.12,14.83
204.12,14.83,194.00,14.25
194.00,14.25,194.00,13.25
194.00,13.25,179.62,13.25
179.62,13.25,179.62,10.25
179.62,10.25,174.38,10.25
174.38,10.25,174.50,-5.33
204.12,14.83,204.00,27.83
204.00,27.83,200.38,27.83
200.38,27.83,200.38,31.33
200.38,31.33,186.50,31.33
186.50,31.33,186.50,33.33
186.50,33.33,181.50,33.25
181.50,33.25,181.50,28.33
181.50,28.33,179.62,28.33
179.62,28.33,179.62,13.25
166.62,28.25,179.62,28.33
342.88,2.67,342.88,8.17
342.88,8.17,359.25,8.17
359.25,8.17,359.25,10.67
359.25,10.67, 1.63,10.67
 1.63,10.67, 1.63,13.25
 1.63,13.25, 3.75,13.25
 3.75,13.25, 3.75,21.67
 3.75,21.67, 3.75,22.67
 3.75,22.67, 2.62,22.67
 2.62,22.67, 2.62,28.67
 2.62,28.67, 1.63,28.67
 1.63,28.67, 1.63,32.00
 1.63,32.00,357.75,32.08
357.75,32.08,357.75,32.83
357.75,32.83,354.00,32.83
354.00,32.83,354.00,35.25
354.00,35.25,344.38,35.17
344.38,35.17,343.75,35.17
343.75,35.17,343.75,35.75
343.75,35.75,331.25,35.75
331.25,35.75,331.25,36.58
331.25,36.58,329.37,36.58
329.37,36.58,327.38,36.58
327.38,36.58,327.38,28.58
327.38,28.58,322.75,28.50
31.63,10.50,26.75,10.50
26.75,10.50,26.75,25.58
26.75,25.58,26.75,28.67
26.75,28.67,22.88,28.67
22.88,28.67,22.88,33.67
22.88,33.67,12.37,33.67
12.37,33.67,12.37,24.42
12.37,24.42,14.37,24.42
14.37,24.42,14.37,21.75
14.37,21.75, 3.75,21.67
329.37,36.58,329.37,44.33
329.37,44.33,329.88,44.33
329.88,44.33,329.88,44.58
329.88,44.58,330.75,44.58
330.75,44.58,330.62,53.33
330.62,53.33,330.62,55.50
330.62,55.50,309.87,55.33
309.87,55.33,309.75,61.33
309.75,61.33,308.62,61.33
308.62,61.33,308.62,59.92
308.62,59.92,300.50,59.83
300.50,59.83,296.75,59.83
296.75,59.83,296.75,58.25
296.75,58.25,291.75,58.25
291.75,58.25,291.88,55.75
291.88,55.75,286.88,55.75
286.88,55.75,287.00,47.67
287.00,47.67,288.25,47.67
288.25,47.67,288.37,43.67
288.37,43.67,291.88,43.75
291.88,43.75,292.00,36.75
292.00,36.75,291.50,36.75
291.50,36.75,291.62,30.25
291.62,30.25,290.12,30.17
290.12,30.17,290.12,27.75
276.75,26.17,284.25,26.17
284.25,26.17,284.25,25.67
287.00,47.67,274.25,47.58
274.25,47.58,273.37,47.58
273.37,47.58,273.75,30.08
273.75,30.08,276.62,30.08
276.62,30.08,276.75,26.17
344.38,35.17,344.25,53.17
344.25,53.17,344.25,57.00
344.25,57.00,335.88,56.83
335.88,56.83,335.88,55.67
335.88,55.67,333.12,55.67
333.12,55.67,333.12,53.33
333.12,53.33,330.62,53.33
274.25,47.58,274.25,50.58
274.25,50.58,255.75,50.25
255.75,50.25,255.75,51.25
255.75,51.25,237.13,51.17
237.13,51.17,237.25,39.58
237.25,39.58,246.00,39.67
246.00,39.67,246.12,26.75
246.12,26.75,243.75,26.75
243.75,26.75,243.75,25.67
243.75,25.67,241.75,25.67
237.25,39.58,232.50,39.50
232.50,39.50,232.62,32.50
232.62,32.50,229.00,32.50
229.00,32.50,229.00,25.50
237.13,51.17,237.00,52.67
237.00,52.67,229.50,52.50
229.50,52.50,229.50,55.00
229.50,55.00,217.25,54.92
217.25,54.92,211.62,54.83
211.62,54.83,211.75,47.83
211.75,47.83,211.88,30.08
211.88,30.08,210.75,30.08
210.75,30.08,210.75,27.83
210.75,27.83,204.00,27.83
211.75,47.83,203.75,47.83
203.75,47.83,203.62,52.42
203.62,52.42,182.88,52.42
182.88,52.42,182.75,44.33
182.75,44.33,181.50,44.33
181.50,44.33,181.50,33.25
140.50,33.00,150.12,32.92
150.12,32.92,150.12,27.83
150.12,27.83,159.25,27.83
159.25,27.83,159.25,22.83
159.25,22.83,163.00,22.83
163.00,22.83,163.00,24.75
163.00,24.75,166.62,24.75
166.62,24.75,166.62,28.25
166.62,28.25,166.62,33.33
166.62,33.33,163.50,33.33
163.50,33.33,163.50,39.33
163.50,39.33,154.38,39.33
154.38,39.33,154.38,41.33
154.38,41.33,145.62,41.50
145.62,41.50,145.62,39.17
145.62,39.17,140.62,39.17
140.62,39.17,140.50,33.00
217.25,54.92,217.00,62.42
217.00,62.42,203.50,62.33
203.50,62.33,203.50,63.33
203.50,63.33,181.50,63.33
181.50,63.33,181.50,65.83
181.50,65.83,157.00,65.75
157.00,65.75,157.00,72.75
157.00,72.75,140.50,73.00
140.50,73.00,123.00,73.17
123.00,73.17,122.12,59.67
122.12,59.67,128.75,59.50
128.75,59.50,128.50,46.50
128.50,46.50,139.25,46.50
139.25,46.50,139.25,41.50
139.25,41.50,145.62,41.50
210.75,65.33,235.25,65.67
235.25,65.67,235.00,69.67
235.00,69.67,248.00,69.75
248.00,69.75,247.25,74.83
247.25,74.83,261.25,74.92
261.25,74.92,260.00,79.92
260.00,79.92,267.50,80.00
267.50,80.00,260.50,86.00
260.50,86.00,307.50,86.42
307.50,86.42,306.25,86.67
306.25,86.67,342.50,86.83
342.50,86.83,340.00,88.67
340.00,88.67,135.00,87.67
135.00,87.67,130.00,86.17
130.00,86.17,213.75,86.00
213.75,86.00,217.00,79.50
217.00,79.50,203.75,79.33
203.75,79.33,204.00,76.33
204.00,76.33,196.50,76.33
196.50,76.33,196.25,69.33
196.25,69.33,210.75,69.42
210.75,69.42,210.75,65.33
162.87,-5.33,163.00,6.33
163.00,6.33,145.50,6.42
300.50,59.83,300.50,61.92
300.50,61.92,306.75,62.00
306.75,62.00,306.50,67.42
306.50,67.42,310.50,67.42
310.50,67.42,309.50,75.50
309.50,75.50,302.00,75.33
302.00,75.33,300.50,80.42
300.50,80.42,313.12,80.50
313.12,80.50,307.50,86.42
196.50,76.33,174.50,76.33
174.50,76.33,174.50,79.33
174.50,79.33,162.50,79.33
162.50,79.33,162.75,81.42
162.75,81.42,141.25,81.50
141.25,81.50,140.50,73.00
344.25,57.00,344.12,59.75
344.12,59.75,348.75,59.75
348.75,59.75,348.75,63.67
348.75,63.67,355.00,63.67
355.00,63.67,355.00,66.67
355.00,66.67, 6.75,66.67
 6.75,66.67, 6.50,77.67
 6.50,77.67,55.25,77.42
55.25,77.42,56.50,77.42
56.50,77.42,57.50,80.42
57.50,80.42,80.00,80.17
80.00,80.17,83.75,85.17
83.75,85.17,127.50,84.67
127.50,84.67,130.00,86.17
123.00,6.67,120.50,6.67
120.50,6.67,120.50,9.67
120.50,9.67,118.88,9.67
118.88,9.67,118.88,13.17
118.88,13.17,114.12,13.17
114.12,13.17,114.12,12.25
114.12,12.25,106.75,12.25
106.75,12.25,106.75,9.83
140.50,6.50,140.50,33.00
140.50,33.00,121.88,33.17
121.88,33.17,121.88,27.67
121.88,27.67,120.12,27.67
120.12,27.67,120.12,19.67
120.12,19.67,119.00,19.67
119.00,19.67,118.88,13.17
344.25,53.17,351.38,53.17
351.38,53.17,351.38,50.67
351.38,50.67,355.25,50.67
355.25,50.67,355.25,48.67
355.25,48.67, 4.12,48.67
 4.12,48.67, 4.12,46.67
 4.12,46.67,14.62,46.67
14.62,46.67,14.62,48.67
14.62,48.67,18.50,48.67
18.50,48.67,18.50,50.67
18.50,50.67,22.50,50.67
22.50,50.67,22.50,54.58
22.50,54.58,27.50,54.58
27.50,54.58,27.50,58.08
27.50,58.08,31.63,58.08
31.63,58.08,31.63,59.08
31.63,59.08,38.75,59.08
38.75,59.08,38.75,57.50
38.75,57.50,48.75,57.50
121.88,33.17,118.25,33.17
118.25,33.17,118.25,35.25
118.25,35.25,112.50,35.25
112.50,35.25,100.00,35.33
100.00,35.33,100.00,27.83
100.00,27.83,90.12,28.00
90.12,28.00,90.12,22.83
90.12,22.83,90.12,21.50
90.12,21.50,95.00,21.50
95.00,21.50,95.12,17.50
95.12,17.50,96.50,17.50
96.50,17.50,96.38,11.92
122.12,59.67,107.63,59.75
107.63,59.75,107.63,61.75
107.63,61.75,94.38,61.92
94.38,61.92,94.12,56.00
94.12,56.00,94.12,53.92
94.12,53.92,100.00,53.92
100.00,53.92,100.00,49.83
100.00,49.83,104.38,49.83
104.38,49.83,104.25,44.33
104.25,44.33,112.62,44.25
112.62,44.25,112.50,35.25
51.00,10.33,51.00,19.50
51.00,19.50,52.25,19.50
52.25,19.50,52.38,31.17
52.38,31.17,42.62,31.17
42.62,31.17,38.00,31.17
38.00,31.17,38.00,27.75
38.00,27.75,30.50,27.83
30.50,27.83,30.50,25.58
30.50,25.58,26.75,25.58
52.13,52.92,72.88,52.75
72.88,52.75,77.75,52.75
77.75,52.75,77.75,56.17
77.75,56.17,94.12,56.00
55.25,77.42,54.12,68.50
54.12,68.50,49.25,68.50
49.25,68.50,48.75,57.50
48.75,57.50,49.75,57.50
49.75,57.50,49.75,55.50
49.75,55.50,52.13,55.50
52.13,55.50,52.13,52.92
22.88,33.67,22.88,35.67
22.88,35.67,31.88,35.67
31.88,35.67,31.88,37.42
31.88,37.42,39.62,37.33
39.62,37.33,39.88,51.08
39.88,51.08,32.75,51.08
32.75,51.08,32.62,47.67
32.62,47.67,26.75,47.67
26.75,47.67,26.75,50.67
26.75,50.67,18.50,50.67
42.62,31.17,42.62,34.58
42.62,34.58,40.62,34.58
90.12,22.83,87.38,22.83
87.38,22.83,87.38,18.08
87.38,18.08,88.38,18.08
88.38,18.08,88.38,12.50
88.38,12.50,85.75,12.50
85.75,12.50,85.75,15.58
85.75,15.58,81.88,15.67
81.88,15.67,81.88,16.17
81.88,16.17,76.75,16.17
76.75,16.17,76.75,15.67
76.75,15.67,71.12,15.67
71.12,15.67,70.88,0.25
90.12,22.83,90.12,28.50
90.12,28.50,73.25,28.75
73.25,28.75,73.25,30.25
73.25,30.25,69.38,30.25
69.38,30.25,69.38,30.92
69.38,30.92,52.38,31.17
69.38,30.92,69.38,36.25
69.38,36.25,72.38,36.25
72.38,36.25,72.88,52.75
39.62,37.33,40.62,37.33
40.62,37.33,40.62,34.58
40.62,34.58,42.62,34.58
42.62,34.58, 0.00,0.00
